200 5023
146 193 36
146 198 395
147 149 168
147 153 166
147 156 159
147 157 66
147 159 390
147 167 196
147 172 66
147 176 67
147 177 164
147 178 97
147 185 382
147 192 23
147 194 141
147 200 47
148 152 66
148 154 208
148 156 100
148 166 377
148 169 164
148 170 213
148 177 155
148 179 209
148 180 81
148 182 176
148 183 40
148 184 193
148 193 398
148 195 188
148 197 157
148 200 203
149 153 251
149 157 257
149 164 110
149 165 203
149 169 178
149 173 362
149 180 303
149 181 394
149 183 27
149 185 13
149 189 393
149 190 375
149 191 282
150 152 161
150 160 352
150 161 336
150 163 399
150 166 161
150 168 250
150 170 346
150 172 167
150 173 108
150 181 298
150 189 391
150 193 347
150 196 312
151 162 91
151 166 294
151 168 226
151 170 91
151 172 299
151 177 383
151 181 165
151 182 390
151 185 248
151 190 250
151 195 180
151 198 27
151 199 220
152 156 34
152 158 329
152 160 21
152 162 202
152 166 372
152 168 123
152 172 382
152 174 68
152 178 186
152 181 344
152 183 126
152 187 357
152 188 312
152 192 147
152 199 92
153 160 321
153 165 45
153 166 144
153 172 154
153 176 321
153 179 384
153 187 257
153 190 300
153 192 107
153 193 136
153 197 378
153 198 120
154 160 161
154 162 70
154 166 135
154 172 390
154 173 396
154 175 83
154 176 334
154 189 62
155 157 386
155 161 17
155 162 323
155 163 3
155 166 58
155 167 392
155 169 346
155 172 169
155 173 371
155 175 280
155 176 183
155 178 86
155 182 92
155 184 249
155 190 265
155 193 364
155 195 392
156 157 299
156 160 357
156 164 102
156 166 353
156 168 242
156 174 90
156 177 346
156 178 229
156 179 285
156 185 276
156 187 156
156 189 178
156 190 382
156 191 109
156 194 116
156 199 130
157 164 388
157 166 179
157 171 83
157 177 26
157 182 358
157 184 358
157 194 111
157 195 40
157 198 111
158 168 56
158 171 87
158 177 32
158 182 58
158 183 196
158 186 101
158 190 32
158 197 217
158 198 322
158 199 78
159 170 246
159 171 327
159 174 290
159 179 238
159 185 224
159 190 370
159 198 290
160 161 311
160 164 8
160 168 216
160 172 126
160 174 133
160 175 104
160 176 339
160 177 118
160 182 281
160 187 287
160 190 38
160 191 272
160 196 307
160 197 164
160 200 262
161 162 109
161 168 294
161 170 345
161 176 110
161 178 283
161 181 324
161 183 294
161 189 358
161 191 189
162 165 281
162 171 292
162 183 53
162 186 62
162 188 143
162 190 102
162 195 358
162 199 285
163 166 373
163 171 399
163 180 201
163 190 56
163 192 261
163 194 227
163 196 8
163 199 137
164 166 119
164 174 133
164 178 225
164 180 31
164 181 384
164 185 202
164 186 148
164 189 146
164 191 120
164 192 215
164 193 304
165 180 355
165 182 166
165 184 12
165 187 307
165 189 356
165 193 386
166 174 24
166 175 285
166 180 150
166 181 209
166 187 328
166 192 343
166 199 337
167 179 309
167 183 389
167 187 294
167 196 259
167 197 318
167 199 206
168 171 119
168 180 144
168 182 108
168 183 269
168 184 3
168 195 130
168 196 251
168 199 311
168 200 73
169 171 36
169 182 262
169 184 1
169 187 57
169 189 249
169 190 369
169 193 340
169 196 102
170 176 125
170 181 312
170 184 351
170 186 88
170 191 348
170 199 40
171 174 11
171 181 216
171 189 8
171 190 365
171 191 223
171 192 305
171 198 99
172 178 30
172 180 43
172 181 13
172 187 361
173 180 262
173 189 380
173 190 60
174 178 21
174 179 325
174 181 178
174 190 150
174 194 303
174 196 280
174 197 41
175 194 354
175 200 23
176 177 368
176 188 360
176 191 105
176 195 313
176 196 317
176 198 207
176 199 224
176 200 185
177 178 358
177 180 211
177 187 261
177 193 255
177 194 76
177 196 383
177 197 367
178 180 198
178 184 144
178 185 158
178 191 245
178 198 262
178 199 85
178 200 72
179 182 249
179 183 375
179 191 113
179 195 170
179 198 161
180 184 304
180 188 51
180 189 250
180 190 314
180 192 294
180 196 383
181 183 252
181 185 364
181 188 397
181 193 76
181 196 66
181 197 179
181 198 144
182 183 69
182 188 35
182 197 322
182 200 355
183 192 155
184 185 186
184 190 203
184 193 271
184 197 340
184 200 171
185 186 85
185 189 289
185 191 252
185 194 310
185 195 195
185 196 326
186 187 390
186 194 274
187 189 5
187 191 373
187 196 58
188 189 191
188 196 212
189 196 70
189 197 43
190 191 225
190 198 229
190 199 317
191 200 147
192 195 110
192 197 394
193 196 162
193 199 282
194 195 8
195 198 124
196 200 141
197 199 370
197 200 61
199 200 356
